EntryTime,AvgReturn_lb1,AvgReturn_lb2,AvgReturn_lb3,AvgReturn_lb4,AvgReturn_lb5,AvgReturn_lb6,AvgReturn_lb7,AvgReturn_lb8,AvgReturn_lb9,AvgReturn_lb10,AvgReturn_lb11,AvgReturn_lb12,AvgReturn_lb13,AvgReturn_lb14,AvgReturn_lb15,AvgReturn_lb16,AvgReturn_lb17,AvgReturn_lb18,AvgReturn_lb19,AvgReturn_lb20,AvgReturn_lb21
2018-01-01 09:15:00,8.67006472146579,10.502018584871928,8.759637200366267,11.274248552098154,7.249890876945182,6.775702717217466,9.919017005753172,8.48739172240376,3.19810662792526,1.9623912425672798,4.489078189084082,9.570638178085256,0.9194159026278758,0.3163809797488886,40.376461122631284,39.97077821513908,40.30912407980074,37.58081682517769,37.8149928000944,37.79951163700249,39.430095017291045
2018-01-04 09:15:00,1.405329001400227,1.5321012342356184,1.0595992404365906,2.464162904907855,1.4238862596047757,16.960609423446584,3.889126331975853,9.102951430204236,23.349663669938323,5.477980061726883,1.2081848811603948,8.98346125061969,18.19397140330093,22.703268060196756,22.876623508053097,17.429607486069436,16.979617838346577,15.086611412190527,14.768542384444078,17.32542186255985,14.768542384444078
2018-01-09 09:15:00,3.8475933598539456,12.530329104821663,12.184604845788826,9.044757568704398,7.0923534103051225,14.882857075250797,0.1447459104939311,8.75212873613187,26.369394907599194,8.757736443797858,0.9686600873094191,11.087077761163126,16.16617672516464,24.850253833528875,26.478259405571748,17.334081042456607,26.03915164579422,25.39755364730913,17.334081042456607,24.339928345781388,26.0545808306521
2018-01-12 09:15:00,-9.792882222555964,-7.8259407175718465,-6.566024027881824,-5.682323790281449,-7.210854300229789,10.239369165975324,-5.62846256370811,-8.565963870255793,11.93672262105493,-6.531539259968663,-5.657056501347974,-3.0532017692420323,9.502943498652021,11.540142428179227,11.558291248505906,12.678637606976931,12.015836536504137,12.015836536504139,12.015836536504139,11.50195908051039,12.219210224233779
2018-01-17 09:15:00,-5.418607371819197,-3.0409054215098656,-4.163669293448919,-0.4305179824432145,-1.813852647342524,13.19678070681346,0.6981258244466982,-0.08317839323881557,15.45394449838552,-2.271722449085245,-2.0463156462934786,0.5168051360066623,11.719500885532593,13.388821122335909,14.260199725827254,13.366347646458744,13.366347646458744,13.400042995943565,12.82467705224588,12.931875577441104,13.4569002457013
2018-01-22 09:15:00,-1.8858354345085089,-3.3951464933439595,-6.182535791270336,-5.014756770399229,-3.641887221322327,15.020409226006333,-1.7154559755783942,-4.3246036389697435,9.646634544570535,-7.300422065690215,-4.6853087600586765,-2.975765191593946,9.196090475239192,11.997292865957581,11.14119894164889,8.954595121112202,10.760978539607386,10.99064212575039,10.0890559376364,11.262473315475265,10.555108974389999
2018-01-25 09:15:00,-7.591090481981345,-5.552551212092795,-4.163903358274189,-1.8443953047053903,-1.5128145223509335,14.14149814651861,-0.5397856398950822,-4.0417051574555405,10.09984024942945,-6.637909295433599,-7.623564707696389,-4.828917256718935,11.766165575743365,11.62595808745004,13.02787740501256,11.939997145084963,10.92157894356817,8.907915355195696,12.605933571990594,12.075425097414323,12.99301839727767
2018-01-31 09:15:00,-6.817969524932754,-9.770322547477008,-10.727829625744507,-12.887271319749289,-10.241695576055376,7.900782692959069,-12.148722597445051,-11.753370724999026,5.954260581973885,-12.019453696440442,-12.410335127382725,-12.131942352647439,3.3222246083399454,5.382437678752003,7.30004449286889,6.669736752263034,6.2418076441299615,6.785197076136359,5.378492146971594,5.55576611583256,7.05758307724178
2018-02-05 09:15:00,-5.503492607205173,1.5946479732202414,10.568445599497798,12.74996809982748,2.2406598494558123,0.7479230144017301,3.0856588502148354,8.492594893999673,8.259172126805229,-1.0487152071717336,5.395361156658694,7.8771709752284,6.571848367971363,8.595388344721922,7.682644564217109,8.023946396248894,8.290790144866936,7.47309827845297,7.562319533544032,9.911932818441144,12.106826866985653
2018-02-08 09:15:00,2.548313674921671,4.513393172583595,5.3473004421712265,4.32993812484571,2.704823401872758,5.895714515101858,3.8442536300892143,1.7922428427292378,3.7533629910546664,4.006035488625125,3.78093566768314,2.664082197447612,2.664082197447612,3.9411281056312455,4.774461438964577,5.08096430068286,5.966363452640353,3.964110830447332,5.843879955863103,4.0283327217354925,5.259836627319283
2018-02-14 09:15:00,-3.27938655346878,-9.013053293534211,-7.975170595679418,-6.122670735596412,-7.3104516568365465,-3.029209787041233,-7.903003312942369,-7.338749034462566,-5.808481362820716,-4.897998693154238,-4.591635770923288,-2.696293310540364,-2.3899303883094136,-3.260751902959303,-3.5672598466232737,-6.758785451899804,-5.444387611714995,-6.214343567936361,-6.758785451899806,-7.665584271457608,-6.525265038643937
2018-02-19 09:15:00,-1.7115965639416721,-1.7826423248934442,0.07488828546167084,-1.1356318095060194,-1.2561019391714314,-0.5363615289548626,-2.952858598656161,-1.7217491795205624,0.6607526621221074,-1.7934967622038287,0.13880237365251016,1.4509111044585932,0.13855748480842792,-0.0019091133982731766,-0.865900233830087,-1.3063605714021842,0.18645716830309214,0.8440510718600727,0.4530208525281257,0.8419698868815804,-0.6896214798799362
2018-02-22 09:15:00,5.350742463259382,6.285783155290497,4.689755994092,2.2617773289803322,2.6907663539715423,1.9382326308826692,3.051364211568937,1.5674596124206768,1.1335779059338837,4.841220520214143,3.3842049433346824,4.617673575355725,3.5824541673695327,5.4112377967901395,2.8765434702927584,3.5703474148666636,3.6290414534649207,4.841220520214142,5.928163879499161,4.008004651452855,6.958359261381934
