EntryTime,AvgReturn_lb1,AvgReturn_lb2,AvgReturn_lb3,AvgReturn_lb4,AvgReturn_lb5,AvgReturn_lb6,AvgReturn_lb7,AvgReturn_lb8,AvgReturn_lb9,AvgReturn_lb10,AvgReturn_lb11,AvgReturn_lb12,AvgReturn_lb13,AvgReturn_lb14,AvgReturn_lb15,AvgReturn_lb16,AvgReturn_lb17,AvgReturn_lb18,AvgReturn_lb19,AvgReturn_lb20,AvgReturn_lb21
2018-01-01 09:15:00,-0.7784259334216768,25.112820845204165,23.07181964250291,3.170060239829616,23.195613854697562,22.51401027617532,22.22360122315913,3.3413723644414217,0.4737633894162389,1.534618065880533,1.534618065880533,3.0161310057040813,3.2560659051763734,2.464852434991189,2.0735615190067462,1.6543988361509645,1.5120431728978772,1.5831622971121637,-1.3103642797487964,-1.3103642797487964,0.2661213977571502
2018-01-02 15:15:00,2.5928680419128085,2.3898847056705446,2.333300527533789,2.6702886948086357,2.7112556470730182,0.8387465876676803,0.4901672390883318,-0.5406932178513877,-5.682205740359163,-1.4125622942810907,-1.9791230447728445,-7.312164415456294,-7.312164415456294,-3.1787489190257103,-3.5855520210637577,-2.9063014692654865,-2.123960949149905,-2.3750400101036884,-1.3285269806917723,-2.3577094214756698,-2.3577094214756698
2018-01-04 14:15:00,1.46993078873852,4.090716455933653,2.310750937462696,2.9539875004083345,2.9923754074353544,0.4782917528224182,0.5347242036031394,2.861918547732199,3.95263811654891,3.775900362458219,3.1326611904164468,3.8403693020941803,1.2199735828308635,-1.2990601632862415,-0.3932580583754822,-0.3932580583754822,3.991946023257172,3.991946023257172,4.232123706022952,3.4535914140999537,3.4535914140999537
2018-01-08 13:15:00,2.6836611510166875,3.7534749272881833,-2.412533156184629,-5.346963012772286,2.5598612999449584,4.204236362445429,2.1179177550272907,-3.0047940360838257,0.3881250838948624,-3.4451468709847233,1.039260447155805,2.0572631482077766,-2.0830609624936054,0.3894647281387204,-3.5198622199879237,-5.499630755850217,0.02637657924487451,-0.1346510452274287,-1.2711771813100738,-1.2433255125189624,-4.816031109213392
2018-01-10 12:15:00,2.2201417138381885,3.6762819163892066,4.192911305707755,4.358767621688059,5.231350331748029,4.1348160028371606,4.3026896969001385,4.056272734725199,1.3247178820314516,-1.6628945135099333,0.7260843853722934,1.4695063854409043,1.685905861141651,1.5883625623645667,1.588362562364566,-0.5839086413878601,2.9468493168450878,2.2037327848918395,5.672369612812811,6.199086669065312,10.130186565484724
2018-01-12 11:15:00,-3.6676633255051527,-1.9165615358589663,-2.162380590900877,0.12319104779570625,5.451487146887279,-0.30563701290483697,-0.3056370129048368,-0.3056370129048368,-0.5948776514413031,4.865756860976068,-0.5481697733168215,3.4331705229127847,-0.15754264295335477,-1.881469023321452,-1.5029919562819247,-1.438054360566317,-0.9659404001439139,-2.1796643509448463,2.2131128925624366,-0.5588922598634982,-4.759587624602136
2018-01-16 10:15:00,-0.27701685404410903,-0.9539064951681062,-0.3235041865699463,3.1298779850848804,3.7922117637017414,3.033882337121007,4.002055878574944,4.099615095741696,3.0938728411388254,0.2519542340662319,0.05483999088532645,2.9198565973972714,1.1908207369743753,-1.4758459296922914,-1.5103286883129812,0.41530251318029,-0.7590049830769934,-0.7590049830769929,-0.7590049830769929,-0.7590049830769929,-0.35287330555091884
2018-01-18 09:15:00,-4.77068286078057,-7.340575961291994,-7.209643961496522,-7.126284234935717,-7.601550760814673,-7.899651529130546,-6.945803861364584,-7.719669289717389,-6.9347088624539,-7.394802145944685,-6.326983536923203,-7.060003315362422,-10.657783322898357,-8.966400317467635,-8.07733430475031,-8.07733430475031,-7.280518827468667,-6.865425373051535,-6.820810044905889,-10.852857222492542,-11.071660385041941
2018-01-19 15:15:00,-0.1315737303979718,-1.2336603303443388,-0.314144678369743,1.4266603433022387,1.1905481152213777,1.5190128929699465,2.7674171773225114,1.051467132995143,1.422068719567691,0.9527951795582041,-0.00373460216580519,-0.21374450324422037,0.07430413093142363,-0.5880147647183187,-0.04748728612124635,0.7825730858217351,0.7295244732764523,2.1734360299841717,2.1853152578343606,2.14127802497529,1.605296958130016
2018-01-23 14:15:00,-2.860687007984356,-2.9347812411322907,-2.5396344411706187,-2.916203500516077,-2.855607406814741,-3.6033636011938377,-6.278709511166182,-1.0054258170698573,-0.8505939791339122,-5.163882273961041,-5.805416338220995,0.18005702909762542,-0.5159964926627432,-5.568875976896174,-3.4617005927267472,-7.165699803800609,-1.5080924471097832,-1.8363666881251468,-7.218190091995057,-3.052890998190797,-3.052890998190797
2018-01-25 13:15:00,-3.7865958147517853,-2.79321506537378,-3.1797577371104118,-3.0644858054567026,-3.032434181384553,-3.404172296376062,-3.6063524458123366,-4.1373169518925526,-4.1373169518925526,-4.560135505295786,-5.119189375016775,-5.0447739832333705,-3.9645550017868216,-5.0711775417898055,-6.998557779667637,-5.870931517362523,-5.764346255937788,-5.231514341515925,-5.472763315873779,-5.37378910067475,-5.115980242865892
2018-01-30 12:15:00,-1.244658212942819,-0.48868222855575444,-2.0028996262209597,-1.247074015934914,-1.5723893661799644,-2.295067114299216,-2.6712025286093244,-1.0494754979786554,-2.706859216739849,-1.590276371113993,-2.499925793325886,-3.0956220549820443,-3.803173762533752,-5.37510687729967,-4.630434494334406,-4.630434494334406,-2.9026837417409417,-2.133864065841621,-2.691392687791416,-2.1799986792584747,-3.29818511130697
